RA,nome,ano_referencia,ano_nascimento,idade,genero,ano_ingresso,instituicao_ensino,Fase,Turma,INDE,IAA,IEG,IPS,IDA,IPV,IAN,IPP,risco,Pedra
RA-187,Aluno-187,2022,2010,12,Menina,2019,Rede Decisão,3,A,7.928,8.8,8.9,7.5,5.8,7.917,10.0,,0,Ametista
RA-188,Aluno-188,2022,2008,14,Menino,2021,Escola Pública,3,A,5.307,0.0,6.1,7.5,2.7,7.583,5.0,,1,Quartzo
RA-189,Aluno-189,2022,2008,14,Menino,2018,Rede Decisão,3,A,7.629,10.0,9.7,5.0,7.2,7.333,5.0,,0,Ametista
RA-190,Aluno-190,2022,2009,13,Menina,2022,Escola Pública,3,A,7.335,6.7,6.9,8.8,6.3,7.25,10.0,,0,Ametista
RA-191,Aluno-191,2022,2009,13,Menino,2019,Rede Decisão,3,A,8.74,10.0,9.4,8.8,7.2,8.5,10.0,,0,Topázio
RA-192,Aluno-192,2022,2007,15,Menino,2021,Escola Pública,3,B,4.932,8.8,3.6,7.5,2.7,4.708,5.0,,1,Quartzo
RA-193,Aluno-193,2022,2010,12,Menino,2016,Rede Decisão,3,B,8.155,9.2,8.9,5.6,6.7,8.5,10.0,,0,Ametista
RA-194,Aluno-194,2022,2008,14,Menina,2022,Escola Pública,3,B,4.265,0.0,6.2,5.0,3.2,3.75,5.0,,1,Quartzo
RA-195,Aluno-195,2022,2009,13,Menina,2017,Rede Decisão,3,B,8.017,8.8,9.2,5.0,6.3,8.25,10.0,,0,Ametista
RA-196,Aluno-196,2022,2010,12,Menino,2018,Rede Decisão,3,B,8.124,9.2,9.1,7.5,5.1,8.625,10.0,,0,Ametista
RA-197,Aluno-197,2022,2009,13,Menina,2021,Rede Decisão,3,B,8.218,8.8,9.7,4.4,7.3,8.292,10.0,,0,Ametista
RA-198,Aluno-198,2022,2009,13,Menino,2017,Escola Pública,3,B,5.554,0.0,6.2,5.0,4.6,5.958,10.0,,1,Ágata
RA-199,Aluno-199,2022,2009,13,Menino,2022,Escola Pública,3,B,7.564,8.3,7.1,7.5,7.5,6.458,10.0,,0,Ametista
RA-200,Aluno-200,2022,2007,15,Menino,2018,Escola JP II,3,B,5.705,7.9,5.6,4.4,5.5,4.917,5.0,,0,Ágata
RA-201,Aluno-201,2022,2007,15,Menina,2021,Escola Pública,3,B,7.078,7.9,7.3,7.5,6.5,7.542,5.0,,0,Ametista
RA-202,Aluno-202,2022,2008,14,Menina,2017,Escola Pública,3,B,5.201,0.0,5.2,4.4,5.4,6.917,5.0,,0,Quartzo
RA-203,Aluno-203,2022,2008,14,Menina,2021,Escola Pública,3,B,5.669,8.8,4.3,7.5,2.8,6.875,5.0,,1,Ágata
RA-204,Aluno-204,2022,2009,13,Menina,2019,Escola Pública,3,B,6.943,7.9,6.7,4.4,7.4,5.708,10.0,,0,Ametista
RA-205,Aluno-205,2022,2008,14,Menino,2020,Escola Pública,3,B,5.372,9.6,3.8,7.5,4.1,4.833,5.0,,1,Quartzo
RA-206,Aluno-206,2022,2010,12,Menina,2022,Escola Pública,3,B,7.101,8.3,8.8,7.5,5.0,5.167,10.0,,0,Ametista
RA-207,Aluno-207,2022,2006,16,Menino,2021,Escola Pública,3,C,4.936,0.0,4.8,7.5,5.8,5.708,2.5,,0,Quartzo
RA-208,Aluno-208,2022,2008,14,Menino,2018,Escola Pública,3,C,6.667,7.5,7.1,7.5,6.1,6.417,5.0,,0,Ágata
RA-209,Aluno-209,2022,2008,14,Menino,2019,Escola Pública,3,C,4.499,0.0,4.8,5.6,6.0,3.75,5.0,,0,Quartzo
RA-210,Aluno-210,2022,2008,14,Menino,2022,Escola Pública,3,C,4.44,0.0,5.1,7.5,3.4,4.417,5.0,,1,Quartzo
RA-211,Aluno-211,2022,2009,13,Menino,2021,Escola Pública,3,C,8.465,9.2,8.8,7.5,7.6,8.458,10.0,,0,Topázio
RA-212,Aluno-212,2022,2008,14,Menino,2022,Escola Pública,3,C,7.268,9.6,8.4,7.5,6.2,6.958,5.0,,0,Ametista
RA-213,Aluno-213,2022,2009,13,Menino,2022,Escola Pública,3,C,7.209,9.6,8.7,7.5,3.5,6.833,10.0,,1,Ametista
RA-214,Aluno-214,2022,2007,15,Menino,2022,Escola Pública,3,C,4.87,0.0,6.1,7.5,4.3,5.125,5.0,,1,Quartzo
RA-215,Aluno-215,2022,2009,13,Menina,2021,Escola Pública,3,D,7.172,6.7,5.8,7.5,7.8,6.542,10.0,,0,Ametista
RA-216,Aluno-216,2022,2009,13,Menina,2018,Escola Pública,3,D,7.502,7.9,8.5,7.5,7.0,5.583,10.0,,0,Ametista
RA-217,Aluno-217,2022,2007,15,Menina,2021,Escola Pública,3,D,7.397,7.9,8.5,7.5,7.1,7.292,5.0,,0,Ametista
RA-218,Aluno-218,2022,2008,14,Menina,2022,Escola Pública,3,D,6.1,6.3,7.3,7.5,4.0,6.125,5.0,,1,Ágata
RA-219,Aluno-219,2022,2006,16,Menino,2019,Escola Pública,3,D,5.942,8.8,6.9,7.5,3.5,6.375,2.5,,1,Ágata
RA-220,Aluno-220,2022,2009,13,Menina,2022,Escola Pública,3,D,7.028,0.0,8.1,7.5,6.5,7.833,10.0,,0,Ametista
RA-221,Aluno-221,2022,2008,14,Menino,2022,Escola Pública,3,D,6.892,9.6,8.5,7.5,5.2,6.0,5.0,,0,Ametista
RA-222,Aluno-222,2022,2007,15,Menina,2019,Escola Pública,3,D,5.604,7.1,4.6,7.5,6.2,4.917,5.0,,0,Ágata
RA-223,Aluno-223,2022,2009,13,Menina,2022,Escola Pública,3,E,4.966,0.0,4.6,7.5,3.1,5.583,10.0,,1,Quartzo
RA-224,Aluno-224,2022,2009,13,Menino,2021,Escola Pública,3,E,5.671,9.6,4.3,7.5,2.6,4.875,10.0,,1,Ágata
RA-225,Aluno-225,2022,2008,14,Menino,2022,Escola Pública,3,E,5.918,8.3,5.3,7.5,5.0,5.708,5.0,,0,Ágata
RA-226,Aluno-226,2022,2008,14,Menina,2022,Escola Pública,3,E,6.549,7.5,6.1,7.5,6.8,6.208,5.0,,0,Ágata
RA-227,Aluno-227,2022,2010,12,Menino,2022,Escola Pública,3,E,6.471,9.2,6.4,7.5,3.3,5.833,10.0,,1,Ágata
RA-228,Aluno-228,2022,2007,15,Menina,2017,Escola Pública,3,E,6.196,7.5,6.7,7.5,4.8,6.417,5.0,,1,Ágata
RA-229,Aluno-229,2022,2010,12,Menino,2022,Escola Pública,3,E,8.62,10.0,9.4,7.5,6.9,8.5,10.0,,0,Topázio
RA-230,Aluno-230,2022,2008,14,Menino,2022,Escola Pública,3,E,6.328,7.9,5.1,7.5,5.7,6.75,5.0,,0,Ágata
RA-231,Aluno-231,2022,2008,14,Menino,2022,Escola Pública,3,E,6.116,8.8,7.4,7.5,3.8,5.333,5.0,,1,Ágata
RA-232,Aluno-232,2022,2010,12,Menino,2022,Escola Pública,3,E,4.245,0.0,4.9,7.5,0.0,4.542,10.0,,1,Quartzo
RA-233,Aluno-233,2022,2008,14,Menino,2022,Escola Pública,3,E,6.051,7.9,7.4,7.5,3.8,5.5,5.0,,1,Ágata
RA-234,Aluno-234,2022,2009,13,Menino,2022,Escola Pública,3,E,6.719,10.0,7.6,5.6,4.3,5.583,10.0,,1,Ágata
RA-235,Aluno-235,2022,2008,14,Menina,2022,Escola Pública,3,E,6.79,8.3,7.3,7.5,6.3,6.417,5.0,,0,Ágata
RA-236,Aluno-236,2022,2010,12,Menina,2022,Escola Pública,3,F,7.11,9.6,7.5,7.5,3.7,7.208,10.0,,1,Ametista
RA-237,Aluno-237,2022,2008,14,Menina,2022,Escola Pública,3,F,8.084,10.0,9.0,7.5,7.8,8.417,5.0,,0,Ametista
RA-238,Aluno-238,2022,2008,14,Menina,2021,Escola Pública,3,F,6.331,8.8,6.4,5.0,5.1,7.208,5.0,,0,Ágata
RA-239,Aluno-239,2022,2007,15,Menina,2021,Escola Pública,3,F,4.572,0.0,3.7,7.5,3.7,5.958,5.0,,1,Quartzo
RA-240,Aluno-240,2022,2009,13,Menina,2017,Rede Decisão,3,F,6.943,7.1,8.1,5.0,4.7,7.042,10.0,,1,Ametista
RA-241,Aluno-241,2022,2008,14,Menino,2016,Rede Decisão,3,F,8.468,10.0,10.0,7.5,7.7,9.125,5.0,,0,Topázio
RA-242,Aluno-242,2022,2009,13,Menino,2018,Rede Decisão,3,F,8.673,9.6,9.7,5.6,8.2,8.708,10.0,,0,Topázio
RA-243,Aluno-243,2022,2007,15,Menina,2022,Escola Pública,3,F,6.982,7.1,8.7,5.0,6.0,7.875,5.0,,0,Ametista
RA-244,Aluno-244,2022,2010,12,Menina,2018,Rede Decisão,3,F,8.51,7.5,9.4,6.3,7.8,9.208,10.0,,0,Topázio
RA-245,Aluno-245,2022,2008,14,Menino,2016,Rede Decisão,3,F,8.656,10.0,9.9,7.5,8.4,9.25,5.0,,0,Topázio
RA-246,Aluno-246,2022,2009,13,Menino,2022,Escola Pública,3,F,8.639,8.3,9.4,7.5,7.6,9.167,10.0,,0,Topázio
RA-247,Aluno-247,2022,2009,13,Menina,2021,Escola Pública,3,F,7.72,8.3,8.2,7.5,5.8,7.875,10.0,,0,Ametista
RA-248,Aluno-248,2022,2009,13,Menino,2022,Escola Pública,3,F,7.429,9.2,7.6,7.5,5.2,7.292,10.0,,0,Ametista
RA-249,Aluno-249,2022,2008,14,Menino,2017,Escola Pública,3,G,5.097,6.7,7.4,5.0,2.9,4.292,5.0,,1,Quartzo
RA-250,Aluno-250,2022,2010,12,Menina,2022,Escola Pública,3,G,7.958,8.3,8.6,7.5,6.6,7.625,10.0,,0,Ametista
RA-251,Aluno-251,2022,2007,15,Menino,2018,Escola Pública,3,G,7.022,10.0,8.1,5.6,6.3,6.625,5.0,,0,Ametista
RA-252,Aluno-252,2022,2008,14,Menino,2018,Escola Pública,3,G,4.277,9.2,2.8,7.5,0.9,3.875,5.0,,1,Quartzo
RA-253,Aluno-253,2022,2007,15,Menino,2019,Escola Pública,3,G,4.312,9.2,3.6,5.0,1.8,3.75,5.0,,1,Quartzo
RA-254,Aluno-254,2022,2008,14,Menino,2019,Escola Pública,3,G,6.715,10.0,7.4,5.6,5.3,6.917,5.0,,0,Ágata
RA-255,Aluno-255,2022,2008,14,Menino,2019,Escola Pública,3,G,4.563,7.5,3.8,5.0,1.3,5.542,5.0,,1,Quartzo
RA-256,Aluno-256,2022,2010,12,Menina,2019,Escola Pública,3,G,7.192,8.8,8.5,5.0,5.2,6.708,10.0,,0,Ametista
RA-257,Aluno-257,2022,2008,14,Menina,2018,Escola Pública,3,G,5.149,0.0,6.4,5.6,3.6,6.708,5.0,,1,Quartzo
RA-258,Aluno-258,2022,2010,12,Menina,2018,Escola Pública,3,G,6.926,10.0,7.3,5.6,4.8,6.125,10.0,,1,Ametista
RA-259,Aluno-259,2022,2006,16,Menino,2017,Escola Pública,3,G,4.182,8.8,2.9,7.5,0.9,4.625,2.5,,1,Quartzo
RA-260,Aluno-260,2022,2009,13,Menina,2019,Escola Pública,3,G,7.44,10.0,8.2,7.5,5.0,6.458,10.0,,0,Ametista
RA-261,Aluno-261,2022,2008,14,Menina,2019,Escola Pública,3,G,6.763,8.8,7.2,5.6,5.8,7.042,5.0,,0,Ágata
RA-262,Aluno-262,2022,2007,15,Menino,2021,Escola Pública,3,G,4.786,0.0,5.8,5.6,3.4,5.625,5.0,,1,Quartzo
RA-263,Aluno-263,2022,2007,15,Menina,2019,Escola Pública,3,G,5.319,5.8,5.6,7.5,3.7,4.417,5.0,,1,Quartzo
RA-264,Aluno-264,2022,2007,15,Menina,2022,Escola Pública,3,I,7.087,10.0,9.2,5.6,5.8,6.625,5.0,,0,Ametista
RA-265,Aluno-265,2022,2009,13,Menino,2019,Escola Pública,3,I,7.926,8.3,7.7,7.5,6.9,7.917,10.0,,0,Ametista
RA-266,Aluno-266,2022,2006,16,Menina,2019,Escola Pública,3,I,5.987,7.5,5.8,5.6,6.0,6.583,2.5,,0,Ágata
RA-267,Aluno-267,2022,2007,15,Menina,2016,Escola Pública,3,I,6.012,10.0,7.4,5.0,3.3,6.292,5.0,,1,Ágata
RA-268,Aluno-268,2022,2008,14,Menina,2021,Escola Pública,3,K,6.695,9.2,6.7,6.3,5.7,7.208,5.0,,0,Ágata
RA-269,Aluno-269,2022,2009,13,Menino,2022,Escola Pública,3,K,8.231,9.2,8.6,6.3,8.9,7.25,10.0,,0,Topázio
RA-270,Aluno-270,2022,2009,13,Menina,2019,Rede Decisão,3,K,8.226,8.3,8.4,6.9,7.9,8.125,10.0,,0,Ametista
RA-271,Aluno-271,2022,2007,15,Menina,2022,Escola Pública,3,K,7.255,9.2,8.5,5.6,7.1,6.958,5.0,,0,Ametista
RA-272,Aluno-272,2022,2008,14,Menino,2021,Escola Pública,3,K,6.361,9.2,5.7,7.5,5.1,6.417,5.0,,0,Ágata
RA-273,Aluno-273,2022,2008,14,Menina,2018,Escola Pública,3,K,5.679,9.2,5.3,7.5,3.0,5.833,5.0,,1,Ágata
RA-274,Aluno-274,2022,2011,11,Menina,2019,Rede Decisão,3,K,7.946,7.9,8.3,7.5,8.1,7.0,10.0,,0,Ametista
RA-275,Aluno-275,2022,2007,15,Menino,2018,Escola Pública,3,K,6.665,9.6,6.9,7.5,4.6,6.667,5.0,,1,Ágata
RA-276,Aluno-276,2022,2008,14,Menina,2017,Escola Pública,3,K,5.527,7.1,5.7,5.6,4.3,5.125,5.0,,1,Ágata
RA-277,Aluno-277,2022,2008,14,Menino,2021,Escola Pública,3,K,7.411,7.1,8.8,7.5,7.4,7.208,5.0,,0,Ametista
RA-278,Aluno-278,2022,2010,12,Menino,2018,Rede Decisão,3,K,7.741,8.8,9.2,5.6,6.0,7.417,10.0,,0,Ametista
RA-279,Aluno-279,2022,2009,13,Menino,2019,Rede Decisão,3,K,8.815,9.2,9.9,6.3,9.1,8.208,10.0,,0,Topázio
RA-280,Aluno-280,2022,2009,13,Menina,2021,Rede Decisão,3,K,8.046,7.5,9.2,7.5,7.1,7.333,10.0,,0,Ametista
RA-281,Aluno-281,2022,2009,13,Menina,2019,Escola Pública,3,K,6.806,6.7,6.9,7.5,5.9,5.625,10.0,,0,Ágata
RA-282,Aluno-282,2022,2009,13,Menina,2019,Escola Pública,3,K,6.618,8.8,6.8,7.5,4.0,5.625,10.0,,1,Ágata
RA-283,Aluno-283,2022,2008,14,Menino,2020,Escola Pública,3,K,7.131,9.6,8.8,7.5,5.6,6.625,5.0,,0,Ametista
RA-284,Aluno-284,2022,2009,13,Menino,2022,Escola Pública,3,L,5.939,6.7,5.1,5.6,3.8,5.958,10.0,,1,Ágata
RA-285,Aluno-285,2022,2006,16,Menina,2020,Escola Pública,3,L,5.063,9.2,4.1,7.5,2.8,5.75,2.5,,1,Quartzo
RA-286,Aluno-286,2022,2007,15,Menina,2022,Escola Pública,3,L,5.424,7.1,5.8,6.3,3.0,5.625,5.0,,1,Quartzo
RA-287,Aluno-287,2022,2005,17,Menina,2022,Escola Pública,3,L,3.7,7.9,3.4,5.0,1.1,4.292,2.5,,1,Quartzo
RA-288,Aluno-288,2022,2006,16,Menina,2022,Escola Pública,3,L,4.097,0.0,5.6,6.3,0.0,6.833,2.5,,1,Quartzo
RA-289,Aluno-289,2022,2008,14,Menina,2020,Escola Pública,3,L,6.236,0.0,7.8,6.3,6.8,7.25,5.0,,0,Ágata
RA-290,Aluno-290,2022,2005,17,Menina,2022,Escola Pública,3,L,4.929,10.0,3.9,6.3,1.7,6.042,2.5,,1,Quartzo
RA-291,Aluno-291,2022,2009,13,Menino,2022,Escola Pública,3,L,8.122,8.3,8.2,6.9,8.0,7.792,10.0,,0,Ametista
RA-292,Aluno-292,2022,2006,16,Menino,2022,Escola Pública,3,L,4.837,7.9,3.7,7.5,1.8,6.292,2.5,,1,Quartzo
RA-293,Aluno-293,2022,2009,13,Menino,2022,Escola Pública,3,L,4.875,8.8,2.9,7.5,2.3,3.333,10.0,,1,Quartzo
RA-294,Aluno-294,2022,2004,18,Menina,2022,Escola Pública,3,L,5.031,9.6,5.8,7.5,0.0,5.917,2.5,,1,Quartzo
RA-295,Aluno-295,2022,2008,14,Menina,2022,Escola Pública,3,M,7.305,7.9,8.0,7.5,6.9,7.375,5.0,,0,Ametista
RA-296,Aluno-296,2022,2007,15,Menina,2022,Escola Pública,3,M,4.665,8.8,3.6,7.5,2.8,3.833,5.0,,1,Quartzo
RA-297,Aluno-297,2022,2009,13,Menina,2022,Escola Pública,3,M,7.478,7.1,7.9,6.3,6.6,7.417,10.0,,0,Ametista
RA-298,Aluno-298,2022,2009,13,Menino,2019,Escola Pública,3,M,6.409,9.2,6.3,5.6,5.2,5.417,10.0,,0,Ágata
RA-299,Aluno-299,2022,2009,13,Menina,2019,Rede Decisão,3,M,7.278,7.1,8.2,5.0,6.8,6.708,10.0,,0,Ametista
RA-300,Aluno-300,2022,2008,14,Menino,2022,Escola Pública,3,M,5.557,5.4,6.9,6.3,3.1,5.875,5.0,,1,Ágata
RA-301,Aluno-301,2022,2009,13,Menina,2019,Escola Pública,3,M,6.802,8.8,5.8,5.6,6.3,6.042,10.0,,0,Ágata
RA-302,Aluno-302,2022,2006,16,Menino,2022,Escola Pública,3,M,6.334,9.2,7.7,6.9,4.8,6.208,2.5,,1,Ágata
RA-303,Aluno-303,2022,2008,14,Menino,2019,Escola Pública,3,M,6.03,7.5,7.2,7.5,3.9,5.375,5.0,,1,Ágata
RA-304,Aluno-304,2022,2007,15,Menino,2020,Escola Pública,3,M,6.355,8.8,7.7,7.5,4.3,5.542,5.0,,1,Ágata
RA-305,Aluno-305,2022,2008,14,Menino,2019,Escola Pública,3,M,6.058,7.9,6.6,7.5,4.8,5.208,5.0,,1,Ágata
RA-306,Aluno-306,2022,2008,14,Menina,2021,Escola Pública,3,M,6.427,8.3,6.8,7.5,5.2,5.958,5.0,,0,Ágata
RA-307,Aluno-307,2022,2008,14,Menino,2022,Escola Pública,3,M,4.733,5.4,4.5,7.5,2.5,4.708,5.0,,1,Quartzo
RA-308,Aluno-308,2022,2009,13,Menino,2019,Escola Pública,3,M,6.93,7.9,7.4,6.9,5.0,6.167,10.0,,0,Ametista
RA-309,Aluno-309,2022,2008,14,Menina,2022,Escola Pública,3,M,6.151,9.2,5.2,7.5,6.5,5.083,5.0,,0,Ágata
RA-310,Aluno-310,2022,2007,15,Menina,2022,Escola Pública,3,M,6.4,7.9,7.5,7.5,4.5,6.0,5.0,,1,Ágata
RA-311,Aluno-311,2022,2006,16,Menina,2022,Escola Pública,3,N,5.652,7.9,5.6,5.0,5.2,6.222,2.5,,0,Ágata
RA-312,Aluno-312,2022,2009,13,Menina,2022,Escola Pública,3,N,7.339,9.6,8.1,7.5,5.2,6.167,10.0,,0,Ametista
RA-313,Aluno-313,2022,2008,14,Menina,2022,Escola Pública,3,N,5.8,7.5,7.0,5.0,4.1,5.889,5.0,,1,Ágata
RA-314,Aluno-314,2022,2009,13,Menina,2022,Escola Pública,3,N,6.1,5.4,5.4,5.0,5.3,6.0,10.0,,0,Ágata
RA-315,Aluno-315,2022,2009,13,Menina,2022,Escola Pública,3,N,5.672,6.7,5.1,7.5,3.0,5.056,10.0,,1,Ágata
RA-316,Aluno-316,2022,2008,14,Menina,2022,Escola Pública,3,N,7.889,10.0,10.0,6.9,6.1,8.389,5.0,,0,Ametista
RA-317,Aluno-317,2022,2009,13,Menino,2021,Escola Pública,3,N,7.04,8.8,5.6,7.5,6.8,5.944,10.0,,0,Ametista
RA-318,Aluno-318,2022,2008,14,Menina,2019,Escola Pública,3,N,6.527,8.3,6.9,6.9,5.8,6.111,5.0,,0,Ágata
RA-319,Aluno-319,2022,2009,13,Menino,2022,Escola Pública,3,N,7.448,9.2,7.7,7.5,5.2,7.5,10.0,,0,Ametista
RA-320,Aluno-320,2022,2008,14,Menina,2022,Escola Pública,3,N,7.897,8.8,10.0,6.9,6.4,8.667,5.0,,0,Ametista
RA-321,Aluno-321,2022,2010,12,Menina,2022,Escola Pública,3,N,7.792,9.2,9.1,5.6,5.2,8.278,10.0,,0,Ametista
RA-322,Aluno-322,2022,2009,13,Menina,2022,Escola Pública,3,N,6.859,7.1,8.1,5.0,4.7,6.778,10.0,,1,Ágata
RA-323,Aluno-323,2022,2009,13,Menino,2022,Escola Pública,3,N,6.86,9.2,7.3,7.5,3.4,6.611,10.0,,1,Ágata
RA-324,Aluno-324,2022,2012,10,Menina,2022,Escola Pública,2,A,8.27,10.0,9.3,6.9,6.8,8.611,10.0,,0,Topázio
RA-325,Aluno-325,2022,2012,10,Menino,2022,Escola Pública,2,A,7.619,9.5,6.8,7.5,6.0,8.444,10.0,,0,Ametista
RA-326,Aluno-326,2022,2010,12,Menina,2022,Escola Pública,2,A,8.22,10.0,9.7,5.0,9.0,8.944,5.0,,0,Ametista
RA-327,Aluno-327,2022,2011,11,Menino,2021,Escola Pública,2,A,6.986,8.5,8.8,7.5,2.8,7.333,10.0,,1,Ametista
RA-328,Aluno-328,2022,2010,12,Menino,2020,Escola Pública,2,A,6.823,10.0,7.0,7.5,5.3,7.5,5.0,,0,Ágata
RA-329,Aluno-329,2022,2011,11,Menino,2019,Escola Pública,2,A,6.313,7.4,6.9,4.4,5.0,5.778,10.0,,0,Ágata
RA-330,Aluno-330,2022,2008,14,Menina,2018,Escola Pública,2,A,6.446,9.5,8.8,7.5,2.5,7.056,5.0,,1,Ágata
RA-331,Aluno-331,2022,2010,12,Menina,2019,Escola Pública,2,A,6.636,9.0,8.7,7.5,3.7,6.944,5.0,,1,Ágata
RA-332,Aluno-332,2022,2009,13,Menino,2017,Rede Decisão,2,A,7.883,9.5,9.0,8.1,7.5,8.5,5.0,,0,Ametista
RA-333,Aluno-333,2022,2008,14,Menino,2018,Escola JP II,2,A,5.249,8.0,5.8,3.8,2.9,6.722,5.0,,1,Quartzo
RA-334,Aluno-334,2022,2011,11,Menina,2019,Rede Decisão,2,A,7.961,6.9,9.2,4.4,8.0,8.722,10.0,,0,Ametista
RA-335,Aluno-335,2022,2012,10,Menino,2022,Escola Pública,2,A,7.902,9.5,9.4,7.5,7.4,6.833,10.0,,0,Ametista
RA-336,Aluno-336,2022,2009,13,Menino,2016,Escola Pública,2,A,6.787,9.5,8.5,4.4,5.1,7.889,5.0,,0,Ágata
RA-337,Aluno-337,2022,2011,11,Menino,2022,Escola Pública,2,B,7.914,10.0,9.3,7.5,5.8,7.611,10.0,,0,Ametista
RA-338,Aluno-338,2022,2010,12,Menino,2019,Escola Pública,2,B,6.837,8.5,7.3,7.5,5.8,7.611,5.0,,0,Ágata
RA-339,Aluno-339,2022,2011,11,Menina,2019,Escola Pública,2,B,8.488,6.9,9.9,7.5,8.1,8.889,10.0,,0,Topázio
RA-340,Aluno-340,2022,2011,11,Menino,2017,Escola Pública,2,B,7.721,9.0,8.2,7.5,6.5,7.667,10.0,,0,Ametista
RA-341,Aluno-341,2022,2010,12,Menino,2022,Escola Pública,2,B,6.854,8.0,7.7,7.5,5.8,7.5,5.0,,0,Ágata
RA-342,Aluno-342,2022,2008,14,Menina,2021,Escola Pública,2,B,6.941,9.0,6.7,7.5,6.6,7.5,5.0,,0,Ametista
RA-343,Aluno-343,2022,2008,14,Menino,2020,Escola Pública,2,B,6.9,9.5,7.4,7.5,5.9,7.167,5.0,,0,Ametista
RA-344,Aluno-344,2022,2011,11,Menino,2019,Escola Pública,2,B,7.263,8.5,8.3,7.5,4.5,7.5,10.0,,1,Ametista
RA-345,Aluno-345,2022,2009,13,Menino,2021,Escola Pública,2,B,5.75,9.5,5.4,5.6,3.6,6.667,5.0,,1,Ágata
RA-346,Aluno-346,2022,2012,10,Menino,2022,Escola Pública,2,B,8.143,10.0,9.1,7.5,7.0,7.889,10.0,,0,Ametista
RA-347,Aluno-347,2022,2010,12,Menina,2019,Escola Pública,2,B,7.908,9.0,10.0,5.6,8.5,8.0,5.0,,0,Ametista
RA-348,Aluno-348,2022,2010,12,Menino,2022,Escola Pública,2,B,5.864,9.0,8.7,7.5,1.8,5.833,5.0,,1,Ágata
RA-349,Aluno-349,2022,2010,12,Menino,2021,Escola Pública,2,B,5.658,9.5,7.7,7.5,3.7,3.944,5.0,,1,Ágata
RA-350,Aluno-350,2022,2011,11,Menina,2022,Escola Pública,2,D,8.206,10.0,8.8,7.5,6.5,8.611,10.0,,0,Ametista
RA-351,Aluno-351,2022,2008,14,Menino,2022,Escola Pública,2,D,6.622,9.0,7.2,7.5,4.0,8.111,5.0,,1,Ágata
RA-352,Aluno-352,2022,2011,11,Menino,2019,Escola Pública,2,D,7.834,9.0,8.1,5.6,7.0,8.389,10.0,,0,Ametista
RA-353,Aluno-353,2022,2011,11,Menina,2022,Escola Pública,2,D,8.264,7.0,10.0,7.5,7.5,8.444,10.0,,0,Topázio
RA-354,Aluno-354,2022,2009,13,Menina,2018,Escola Pública,2,D,5.858,8.5,4.3,7.5,4.5,7.333,5.0,,1,Ágata
RA-355,Aluno-355,2022,2010,12,Menina,2018,Escola Pública,2,D,5.379,5.8,5.0,7.5,4.5,6.056,5.0,,1,Quartzo
RA-356,Aluno-356,2022,2010,12,Menino,2019,Escola Pública,2,D,6.69,10.0,8.4,5.0,4.6,8.278,5.0,,1,Ágata
RA-357,Aluno-357,2022,2010,12,Menino,2022,Escola Pública,2,D,7.836,8.0,9.6,7.5,8.5,7.778,5.0,,0,Ametista
RA-358,Aluno-358,2022,2009,13,Menino,2022,Escola Pública,2,D,5.412,7.5,6.5,7.5,0.0,7.556,5.0,,1,Quartzo
RA-359,Aluno-359,2022,2010,12,Menina,2019,Escola Pública,2,D,6.606,9.0,7.0,7.5,4.6,7.5,5.0,,1,Ágata
RA-360,Aluno-360,2022,2010,12,Menina,2019,Escola Pública,2,D,7.075,9.5,8.5,7.5,5.2,7.5,5.0,,0,Ametista
RA-361,Aluno-361,2022,2009,13,Menina,2022,Escola Pública,2,F,6.731,7.9,9.2,6.3,5.0,6.778,5.0,,0,Ágata
RA-362,Aluno-362,2022,2010,12,Menina,2018,Escola Pública,2,F,7.413,8.5,7.9,7.5,7.9,7.5,5.0,,0,Ametista
RA-363,Aluno-363,2022,2010,12,Menino,2022,Escola Pública,2,F,6.644,10.0,10.0,6.9,2.0,7.056,5.0,,1,Ágata
RA-364,Aluno-364,2022,2011,11,Menino,2019,Escola Pública,2,F,8.75,9.5,10.0,7.5,8.8,8.167,10.0,,0,Topázio
RA-365,Aluno-365,2022,2012,10,Menina,2022,Escola Pública,2,F,8.063,8.0,10.0,5.0,7.8,7.833,10.0,,0,Ametista
RA-366,Aluno-366,2022,2010,12,Menino,2022,Escola Pública,2,F,7.181,9.5,9.4,7.5,5.5,6.833,5.0,,0,Ametista
RA-367,Aluno-367,2022,2010,12,Menina,2018,Escola Pública,2,F,6.95,8.5,7.4,6.3,6.7,7.5,5.0,,0,Ametista
RA-368,Aluno-368,2022,2009,13,Menino,2018,Rede Decisão,2,F,6.969,8.0,7.9,5.0,7.3,7.5,5.0,,0,Ametista
RA-369,Aluno-369,2022,2011,11,Menino,2022,Escola Pública,2,F,6.973,9.0,6.9,7.5,4.8,6.889,10.0,,1,Ametista
RA-370,Aluno-370,2022,2010,12,Menina,2018,Rede Decisão,2,F,7.066,8.5,8.2,5.0,7.2,7.611,5.0,,0,Ametista
RA-371,Aluno-371,2022,2012,10,Menina,2022,Escola Pública,2,F,8.112,9.5,8.0,6.9,8.4,7.667,10.0,,0,Ametista
RA-372,Aluno-372,2022,2012,10,Menino,2021,Escola Pública,2,F,7.304,8.5,5.5,6.9,7.8,7.389,10.0,,0,Ametista
RA-373,Aluno-373,2022,2011,11,Menino,2022,Escola Pública,2,F,7.503,6.4,9.5,5.0,7.3,6.944,10.0,,0,Ametista
